Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea	Total
OG0001542	0	2	1	0	1	4
OG0001543	0	1	1	0	2	4
OG0001544	0	1	1	0	2	4
OG0001545	0	2	1	0	1	4
OG0001546	0	1	1	1	1	4
OG0001547	0	1	2	0	1	4
OG0001548	0	1	1	0	2	4
OG0001549	0	2	1	0	1	4
OG0001550	0	2	1	0	1	4
OG0001551	0	2	1	0	1	4
OG0001552	0	1	1	1	1	4
OG0001553	0	1	2	0	1	4
OG0001554	0	1	1	0	2	4
OG0001555	0	2	2	0	0	4
OG0001556	0	3	0	0	1	4
OG0001557	0	1	2	0	1	4
OG0001558	0	1	1	0	2	4
OG0001559	0	3	0	0	1	4
OG0001560	0	1	1	0	2	4
OG0001561	0	1	1	1	1	4
OG0001562	0	1	1	0	2	4
OG0001563	0	1	2	0	1	4
OG0001564	0	2	1	1	0	4
OG0001565	0	1	1	0	2	4
OG0001566	0	2	1	0	1	4
OG0001567	0	1	1	0	2	4
OG0001568	0	2	0	1	1	4
OG0001569	0	1	1	0	2	4
OG0001570	0	1	1	1	1	4
OG0001571	0	4	0	0	0	4
OG0001572	0	1	2	0	1	4
OG0001573	0	2	1	0	1	4
OG0001574	0	1	1	0	2	4
OG0001575	0	2	1	0	1	4
OG0001576	0	4	0	0	0	4
OG0001577	0	1	2	0	1	4
OG0001578	0	1	2	0	1	4
OG0001579	0	1	1	1	1	4
OG0001580	0	2	1	0	1	4
OG0001581	0	1	1	0	2	4
OG0001582	0	2	1	0	1	4
OG0001583	0	1	1	0	2	4
OG0001584	0	2	1	0	1	4
OG0001585	0	1	0	0	3	4
OG0001586	0	3	0	1	0	4
OG0001587	0	2	1	0	1	4
OG0001588	0	1	1	0	2	4
OG0001589	0	1	1	0	2	4
OG0001590	0	1	1	0	2	4
OG0001591	0	1	2	0	1	4
OG0001592	0	1	2	0	1	4
OG0001593	0	3	0	0	1	4
OG0001594	0	1	1	1	1	4
OG0001595	0	1	2	0	1	4
OG0001596	0	1	1	0	2	4
OG0001597	0	1	1	1	1	4
OG0001598	0	4	0	0	0	4
OG0001599	0	1	1	0	2	4
OG0001600	0	1	1	0	2	4
OG0001601	0	1	1	1	1	4
OG0001602	0	2	1	0	1	4
OG0001603	0	1	2	0	1	4
OG0001604	0	2	1	0	1	4
OG0001605	0	2	1	0	1	4
OG0001606	0	1	1	0	2	4
OG0001607	0	2	1	0	1	4
OG0001608	0	1	1	2	0	4
OG0001609	0	1	1	1	1	4
OG0001610	0	1	1	0	2	4
OG0001611	0	1	1	0	2	4
OG0001612	0	2	1	0	1	4
OG0001613	0	1	1	0	2	4
OG0001614	0	1	1	0	2	4
OG0001615	0	1	1	0	2	4
OG0001616	0	1	1	0	2	4
OG0001617	0	1	1	1	1	4
OG0001618	0	1	1	0	2	4
OG0001619	0	1	1	0	2	4
OG0001620	0	1	2	0	1	4
OG0001621	0	1	1	0	2	4
OG0001622	0	1	1	0	2	4
OG0001623	0	1	1	0	2	4
OG0001624	0	2	0	0	2	4
OG0001625	0	1	0	2	1	4
OG0001626	0	1	1	0	2	4
OG0001627	0	1	1	0	2	4
OG0001628	0	1	1	0	2	4
OG0001629	0	1	1	1	1	4
OG0001630	0	1	2	0	1	4
OG0001631	0	1	1	1	1	4
OG0001632	0	2	1	0	1	4
OG0001633	0	1	1	1	1	4
OG0001634	0	1	1	0	2	4
OG0001635	0	2	1	0	1	4
OG0001636	0	1	1	0	2	4
OG0001637	0	1	1	1	1	4
OG0001638	0	1	1	1	1	4
OG0001639	0	1	2	0	1	4
OG0001640	0	1	1	0	2	4
OG0001641	0	2	1	0	1	4
OG0001642	0	1	1	0	2	4
OG0001643	0	1	1	1	1	4
OG0001644	0	1	1	1	1	4
OG0001645	0	2	1	0	1	4
OG0001646	0	2	1	0	1	4
OG0001647	0	1	1	0	2	4
OG0001648	0	2	1	0	1	4
OG0001649	0	1	1	1	1	4
OG0001650	0	2	1	0	1	4
OG0001651	0	1	1	0	2	4
OG0001652	0	1	1	0	2	4
OG0001653	0	1	1	0	2	4
OG0001654	0	1	1	1	1	4
OG0001655	0	1	1	0	2	4
OG0001656	0	1	3	0	0	4
OG0001657	0	2	1	0	1	4
OG0001658	0	1	2	0	1	4
OG0001659	0	2	1	0	1	4
OG0001660	0	3	1	0	0	4
OG0001661	0	2	1	0	1	4
OG0001662	0	2	1	0	1	4
OG0001663	0	1	2	0	1	4
OG0001664	0	1	1	0	2	4
OG0001665	0	1	2	0	1	4
OG0001666	0	2	1	0	1	4
OG0001667	0	1	1	0	2	4
OG0001668	0	2	0	0	2	4
OG0001669	0	2	1	0	1	4
OG0001670	0	3	1	0	0	4
OG0001671	0	3	0	1	0	4
OG0001672	0	1	1	1	1	4
OG0001673	0	1	1	0	2	4
OG0001674	0	1	1	0	2	4
OG0001675	0	1	1	0	2	4
OG0001676	0	1	2	0	1	4
OG0001677	0	1	1	0	2	4
OG0001678	0	2	0	0	2	4
OG0001679	0	1	1	0	2	4
OG0001680	0	1	1	1	1	4
OG0001681	0	2	1	0	1	4
OG0001682	0	2	0	0	2	4
OG0001683	0	1	1	0	2	4
OG0001684	0	1	1	1	1	4
OG0001685	0	1	1	0	2	4
OG0001686	0	1	1	0	2	4
OG0001687	0	2	1	0	1	4
OG0001688	0	2	1	0	1	4
OG0001689	0	1	2	0	1	4
OG0001690	0	2	1	0	1	4
OG0001691	0	1	2	0	1	4
OG0001692	0	1	2	0	1	4
OG0001693	0	1	2	0	1	4
OG0001694	0	1	1	0	2	4
OG0001695	0	1	1	1	1	4
OG0001696	0	1	2	0	1	4
OG0001697	0	1	1	0	2	4
OG0001698	0	1	2	0	1	4
OG0001699	0	1	1	0	2	4
OG0001700	0	2	1	0	1	4
OG0001701	0	1	1	0	2	4
OG0001702	0	1	1	0	2	4
OG0001703	0	1	1	0	2	4
OG0001704	0	1	1	0	2	4
OG0001705	0	2	1	0	1	4
OG0001706	0	1	1	0	2	4
OG0001707	0	1	1	0	2	4
OG0001708	0	2	1	1	0	4
OG0001709	0	1	1	1	1	4
OG0001710	0	1	1	0	2	4
OG0001711	0	1	1	1	1	4
OG0001712	0	1	1	1	1	4
OG0001713	0	1	1	0	2	4
OG0001714	0	1	2	0	1	4
OG0001715	0	2	1	0	1	4
OG0001716	0	2	1	0	1	4
OG0001717	0	2	1	0	1	4
OG0001718	0	1	3	0	0	4
OG0001719	0	2	1	0	1	4
OG0001720	0	1	1	0	2	4
OG0001721	0	1	1	0	2	4
OG0001722	0	2	1	0	1	4
OG0001723	0	2	1	0	1	4
OG0001724	0	1	1	1	1	4
OG0001725	0	2	1	0	1	4
OG0001726	0	2	1	0	1	4
OG0001727	0	1	1	0	2	4
OG0001728	0	1	1	0	2	4
OG0001729	0	1	1	1	1	4
OG0001730	0	1	1	0	2	4
OG0001731	0	1	1	1	1	4
OG0001732	0	1	1	0	2	4
OG0001733	0	1	1	0	2	4
OG0001734	0	1	1	0	2	4
OG0001735	0	1	1	0	2	4
OG0001736	0	1	1	0	2	4
OG0001737	0	3	0	1	0	4
OG0001738	0	2	0	0	2	4
OG0001739	0	2	1	0	1	4
OG0001740	0	1	1	0	2	4
OG0001741	0	1	1	0	2	4
OG0001742	0	1	2	0	1	4
OG0001743	0	1	1	0	2	4
OG0001744	0	2	1	0	1	4
OG0001745	0	2	1	0	1	4
OG0001746	0	2	1	0	1	4
OG0001747	0	1	1	0	2	4
OG0001748	0	1	2	0	1	4
OG0001749	0	1	2	1	0	4
OG0001750	0	1	1	0	2	4
OG0001751	0	1	1	0	2	4
OG0001752	0	1	1	1	1	4
OG0001753	0	2	2	0	0	4
OG0001754	0	1	1	1	1	4
OG0001755	0	1	1	0	2	4
OG0001756	0	2	1	0	1	4
OG0001757	0	2	1	1	0	4
OG0001758	0	1	1	0	2	4
OG0001759	0	1	1	0	2	4
OG0001760	0	2	1	0	1	4
OG0001761	0	2	1	0	1	4
OG0001762	0	1	1	0	2	4
OG0001763	0	1	1	0	2	4
OG0001764	0	2	1	0	1	4
OG0001765	0	2	1	0	1	4
OG0001766	0	1	1	0	2	4
OG0001767	0	1	1	1	1	4
OG0001768	0	1	1	0	2	4
OG0001769	0	1	1	0	2	4
OG0001770	0	1	1	1	1	4
OG0001771	0	2	2	0	0	4
OG0001772	0	1	1	0	2	4
OG0001773	0	2	1	0	1	4
OG0001774	0	1	1	0	2	4
OG0001775	0	1	0	1	2	4
OG0001776	0	2	1	0	1	4
OG0001777	0	2	1	0	1	4
OG0001778	0	1	1	0	2	4
OG0001779	0	2	1	0	1	4
OG0001780	0	1	1	0	2	4
OG0001781	0	2	1	0	1	4
OG0001782	0	1	1	0	2	4
OG0001783	0	1	1	0	2	4
OG0001784	0	2	1	0	1	4
OG0001785	0	2	1	1	0	4
OG0001786	0	1	2	0	1	4
OG0001787	0	1	1	1	1	4
OG0001788	0	2	1	1	0	4
OG0001789	0	2	1	0	1	4
OG0001790	0	3	0	0	1	4
OG0001791	0	1	0	1	2	4
OG0001792	0	2	1	1	0	4
OG0001793	0	2	1	0	1	4
OG0001794	0	2	1	0	1	4
OG0001795	0	1	1	1	1	4
OG0001796	0	2	1	0	1	4
OG0001797	0	1	1	1	1	4
OG0001798	0	1	3	0	0	4
OG0001799	0	1	0	1	2	4
OG0001800	0	1	2	0	1	4
OG0001801	0	3	0	0	1	4
OG0001802	0	1	1	0	2	4
OG0001803	0	1	1	1	1	4
OG0001804	0	2	1	0	1	4
OG0001805	0	1	2	0	1	4
OG0001806	0	1	1	0	2	4
OG0001807	0	1	2	0	1	4
OG0001808	0	1	2	0	1	4
OG0001809	0	1	2	0	1	4
OG0001810	0	2	1	0	1	4
OG0001811	0	2	1	1	0	4
OG0001812	0	1	1	0	2	4
OG0001813	0	1	1	0	2	4
OG0001814	0	1	1	0	2	4
OG0001815	0	1	2	0	1	4
OG0001816	0	2	1	0	1	4
OG0001817	0	1	1	1	1	4
OG0001818	0	2	1	0	1	4
OG0001819	0	1	1	1	1	4
OG0001820	0	1	3	0	0	4
OG0001821	0	1	2	0	1	4
OG0001822	0	2	0	1	1	4
OG0001823	0	1	1	0	2	4
OG0001824	0	1	1	0	2	4
OG0001825	0	1	1	0	2	4
OG0001826	0	2	1	0	1	4
OG0001827	0	1	1	0	2	4
OG0001828	0	1	1	0	2	4
OG0001829	0	1	2	0	1	4
OG0001830	0	3	1	0	0	4
OG0001831	0	2	1	0	1	4
OG0001832	0	1	1	0	2	4
OG0001833	0	1	1	1	1	4
OG0001834	0	1	1	0	2	4
OG0001835	0	1	1	0	2	4
OG0001836	0	1	1	1	1	4
OG0001837	0	1	2	0	1	4
OG0001838	0	1	1	1	1	4
OG0001839	0	1	1	0	2	4
OG0001840	0	1	1	0	2	4
OG0001841	0	2	1	0	1	4
OG0001842	0	1	0	0	3	4
OG0001843	0	2	1	0	1	4
OG0001844	0	1	1	0	2	4
OG0001845	0	1	2	0	1	4
OG0001846	0	1	2	0	1	4
OG0001847	0	1	1	0	2	4
OG0001848	0	1	1	0	2	4
OG0001849	0	1	1	0	2	4
OG0001850	0	1	1	0	2	4
OG0001851	0	1	3	0	0	4
OG0001852	0	1	1	0	2	4
OG0001853	0	1	1	2	0	4
OG0001854	0	1	1	1	1	4
OG0001855	0	2	1	0	1	4
OG0001856	0	1	0	1	2	4
OG0001857	0	1	0	0	3	4
OG0001858	0	1	1	0	2	4
OG0001859	0	1	1	0	2	4
OG0001860	0	1	2	0	1	4
OG0001861	0	1	2	0	1	4
OG0001862	0	1	1	0	2	4
OG0001863	0	1	1	0	2	4
OG0001864	0	2	1	0	1	4
OG0001865	0	1	1	1	1	4
OG0001866	0	2	1	0	1	4
OG0001867	0	1	1	0	2	4
OG0001868	0	1	1	0	2	4
OG0001869	0	1	1	0	2	4
OG0001870	0	2	1	0	1	4
OG0001871	0	2	0	1	1	4
OG0001872	0	1	1	0	2	4
OG0001873	0	1	1	0	2	4
OG0001874	0	1	1	0	2	4
OG0001875	0	1	1	1	1	4
OG0001876	0	1	2	0	1	4
OG0001877	0	1	2	0	1	4
OG0001878	0	1	1	1	1	4
OG0001879	0	1	1	0	2	4
OG0001880	0	2	2	0	0	4
OG0001881	0	1	1	0	2	4
OG0001882	0	1	1	0	2	4
OG0001883	0	1	2	0	1	4
OG0001884	0	1	2	0	1	4
OG0001885	0	2	1	0	1	4
OG0001886	0	1	1	0	2	4
OG0001887	0	1	1	0	2	4
OG0001888	0	1	1	0	2	4
OG0001889	0	1	1	0	2	4
OG0001890	0	1	1	0	2	4
OG0001891	0	1	1	1	1	4
OG0001892	0	1	1	0	2	4
OG0001893	0	1	1	0	2	4
OG0001894	0	1	1	1	1	4
OG0001895	0	2	1	0	1	4
OG0001896	0	1	2	0	1	4
OG0001897	0	2	1	0	1	4
OG0001898	0	1	1	0	2	4
OG0001899	0	1	1	1	1	4
OG0001900	0	1	1	1	1	4
OG0001901	0	1	1	1	1	4
OG0001902	0	1	1	0	2	4
OG0001903	0	1	1	1	1	4
OG0001904	0	1	1	0	2	4
OG0001905	0	1	1	1	1	4
OG0001906	0	1	1	0	2	4
OG0001907	0	1	2	0	1	4
OG0001908	0	1	1	1	1	4
OG0001909	0	2	1	0	1	4
OG0001910	0	1	2	0	1	4
OG0001911	0	1	1	1	1	4
OG0001912	0	2	1	0	1	4
OG0001913	0	1	1	1	1	4
OG0001914	0	1	2	1	0	4
OG0001915	0	1	1	1	1	4
OG0001916	0	1	1	0	2	4
OG0001917	0	1	1	1	1	4
OG0001918	0	1	1	1	1	4
OG0001919	0	1	1	0	2	4
OG0001920	0	1	2	0	1	4
OG0001921	0	1	1	0	2	4
OG0001922	0	2	1	0	1	4
OG0001923	0	1	1	1	1	4
OG0001924	0	1	0	0	3	4
OG0001925	0	1	2	0	1	4
OG0001926	0	1	2	0	1	4
OG0001927	0	1	1	0	2	4
OG0001928	0	2	1	0	1	4
OG0001929	0	1	1	1	1	4
OG0001930	0	2	1	0	1	4
OG0001931	0	1	1	0	2	4
OG0001932	0	1	1	0	2	4
OG0001933	0	1	2	0	1	4
OG0001934	0	1	2	0	1	4
OG0001935	0	1	1	1	1	4
OG0001936	0	1	1	1	1	4
OG0001937	0	1	2	0	1	4
OG0001938	0	1	0	1	2	4
OG0001939	0	1	1	1	1	4
OG0001940	0	1	1	2	0	4
OG0001941	0	1	2	0	1	4
OG0001942	0	1	1	0	2	4
OG0001943	0	1	1	0	2	4
OG0001944	0	1	1	0	2	4
OG0001945	0	1	1	0	2	4
OG0001946	0	1	1	0	2	4
OG0001947	0	2	1	0	1	4
OG0001948	0	1	1	1	1	4
OG0001949	0	1	1	0	2	4
OG0001950	0	1	2	0	1	4
OG0001951	0	1	1	1	1	4
OG0001952	0	1	2	0	1	4
OG0001953	0	1	1	1	1	4
OG0001954	0	1	1	0	2	4
OG0001955	0	1	2	0	1	4
OG0001956	0	1	2	0	1	4
OG0001957	0	1	1	1	1	4
OG0001958	0	1	2	0	1	4
OG0001959	0	1	1	1	1	4
OG0001960	0	1	1	0	2	4
OG0001961	0	1	2	0	1	4
OG0001962	0	1	2	0	1	4
OG0001963	0	1	1	1	1	4
OG0001964	0	1	1	1	1	4
OG0001965	0	1	1	0	2	4
OG0001966	0	1	1	1	1	4
OG0001967	0	1	1	1	1	4
OG0001968	0	1	1	1	1	4
OG0001969	0	1	0	0	3	4
OG0001970	0	1	1	0	2	4
OG0001971	0	1	1	1	1	4
OG0001972	0	1	1	0	2	4
OG0001973	0	1	1	0	2	4
OG0001974	0	1	1	0	2	4
OG0001975	0	2	1	0	1	4
OG0001976	0	1	1	0	2	4
OG0001977	0	1	1	1	1	4
OG0001978	0	1	1	1	1	4
OG0001979	0	1	1	0	2	4
OG0001980	0	1	1	0	2	4
OG0001981	0	1	2	0	1	4
OG0001982	0	1	1	1	1	4
OG0001983	0	1	1	0	2	4
OG0001984	0	1	2	0	1	4
OG0001985	0	1	1	0	2	4
OG0001986	0	1	1	0	2	4
OG0001987	0	1	1	1	1	4
OG0001988	0	1	1	1	1	4
OG0001989	0	1	1	0	2	4
OG0001990	0	1	1	0	2	4
OG0001991	0	1	1	0	2	4
OG0001992	0	1	2	0	1	4
OG0001993	0	1	2	0	1	4
OG0001994	0	1	1	1	1	4
OG0001995	0	1	1	1	1	4
OG0001996	0	1	1	0	2	4
OG0001997	0	1	1	0	2	4
OG0001998	0	1	1	1	1	4
OG0001999	0	1	2	0	1	4
OG0002000	0	1	1	1	1	4
OG0002001	0	1	2	0	1	4
OG0002002	0	1	1	0	2	4
OG0002003	0	1	1	0	2	4
OG0002004	0	1	1	0	2	4
OG0002005	0	1	2	0	1	4
OG0002006	0	1	1	0	2	4
OG0002007	0	1	1	0	2	4
OG0002008	0	1	1	0	2	4
OG0002009	0	1	1	1	1	4
OG0002010	0	2	2	0	0	4
OG0002011	0	1	1	0	2	4
OG0002012	0	1	0	0	3	4
OG0002013	0	1	1	0	2	4
OG0002014	0	1	1	0	2	4
OG0002015	0	1	1	0	2	4
OG0002016	0	0	3	1	0	4
OG0002017	0	0	3	1	0	4
OG0002018	0	0	2	0	2	4
OG0002019	0	0	2	0	2	4
OG0002020	0	0	3	0	1	4
OG0002021	0	0	4	0	0	4
OG0002022	0	0	2	1	1	4
OG0002023	0	0	2	0	2	4
OG0002024	0	0	2	0	2	4
OG0002025	0	0	1	0	3	4
OG0002026	0	0	4	0	0	4
OG0002027	0	0	4	0	0	4
OG0002028	0	0	2	0	2	4
OG0002029	0	0	2	0	2	4
OG0002030	0	0	2	1	1	4
OG0002031	0	0	2	0	2	4
OG0002032	0	0	2	2	0	4
OG0002033	0	0	2	0	2	4
OG0002034	0	0	3	0	1	4
OG0002035	0	0	1	1	2	4
OG0002036	0	0	1	0	3	4
OG0002037	0	0	2	1	1	4
OG0002038	0	0	1	2	1	4
OG0002039	0	0	2	0	2	4
OG0002040	0	0	2	1	1	4
OG0002041	0	0	2	0	2	4
OG0002042	0	0	2	0	2	4
OG0002043	0	0	3	0	1	4
OG0002044	0	0	1	3	0	4
OG0002045	0	0	2	0	2	4
OG0002046	0	0	2	0	2	4
OG0002047	0	0	2	1	1	4
OG0002048	0	0	1	0	3	4
OG0002049	0	0	1	1	2	4
OG0002050	0	0	4	0	0	4
OG0002051	0	0	3	0	1	4
OG0002052	0	0	2	0	2	4
OG0002053	0	0	1	0	3	4
OG0002054	0	0	1	1	2	4
OG0002055	0	0	1	0	3	4
OG0002056	0	0	1	1	2	4
OG0002057	0	0	1	2	1	4
OG0002058	0	0	0	3	1	4
OG0002059	0	0	0	3	1	4
OG0002060	0	0	0	2	2	4
OG0002061	0	0	0	0	4	4
OG0002062	0	0	0	0	4	4
OG0002063	1	0	0	2	0	3
OG0002064	2	0	0	0	1	3
OG0002065	1	1	0	1	0	3
OG0002066	1	1	1	0	0	3
OG0002067	2	1	0	0	0	3
OG0002068	1	1	0	0	1	3
OG0002069	1	1	0	0	1	3
OG0002070	1	0	1	0	1	3
OG0002071	1	1	0	1	0	3
OG0002072	1	1	1	0	0	3
OG0002073	1	1	1	0	0	3
OG0002074	2	0	1	0	0	3
OG0002075	1	1	1	0	0	3
OG0002076	2	0	0	0	1	3
OG0002077	1	1	0	1	0	3
OG0002078	2	0	0	0	1	3
OG0002079	1	1	0	1	0	3
OG0002080	1	1	1	0	0	3
OG0002081	1	1	1	0	0	3
OG0002082	2	0	1	0	0	3
OG0002083	2	1	0	0	0	3
OG0002084	1	1	1	0	0	3
OG0002085	1	1	1	0	0	3
OG0002086	2	1	0	0	0	3
OG0002087	1	1	1	0	0	3
OG0002088	2	0	1	0	0	3
OG0002089	1	1	1	0	0	3
OG0002090	1	1	1	0	0	3
OG0002091	1	1	0	1	0	3
OG0002092	1	0	0	1	1	3
OG0002093	2	0	1	0	0	3
OG0002094	1	1	1	0	0	3
OG0002095	1	1	0	1	0	3
OG0002096	1	0	1	0	1	3
OG0002097	3	0	0	0	0	3
OG0002098	1	1	0	1	0	3
OG0002099	2	1	0	0	0	3
OG0002100	1	1	1	0	0	3
OG0002101	2	0	0	0	1	3
OG0002102	2	1	0	0	0	3
OG0002103	1	1	1	0	0	3
OG0002104	1	1	1	0	0	3
OG0002105	1	0	1	0	1	3
OG0002106	1	1	1	0	0	3
OG0002107	2	1	0	0	0	3
OG0002108	1	1	1	0	0	3
OG0002109	1	0	1	0	1	3
OG0002110	1	1	1	0	0	3
OG0002111	1	1	1	0	0	3
OG0002112	1	2	0	0	0	3
OG0002113	1	1	0	1	0	3
OG0002114	1	1	1	0	0	3
OG0002115	1	1	1	0	0	3
OG0002116	0	2	0	0	1	3
OG0002117	0	1	1	0	1	3
OG0002118	0	1	1	0	1	3
OG0002119	0	2	1	0	0	3
OG0002120	0	2	1	0	0	3
OG0002121	0	1	1	0	1	3
OG0002122	0	1	1	0	1	3
OG0002123	0	1	0	0	2	3
OG0002124	0	1	1	0	1	3
OG0002125	0	1	1	0	1	3
OG0002126	0	2	0	0	1	3
OG0002127	0	1	1	0	1	3
OG0002128	0	1	1	0	1	3
OG0002129	0	1	0	1	1	3
OG0002130	0	1	1	1	0	3
OG0002131	0	1	1	0	1	3
OG0002132	0	1	1	0	1	3
OG0002133	0	1	1	0	1	3
OG0002134	0	1	1	0	1	3
OG0002135	0	1	0	1	1	3
OG0002136	0	1	1	0	1	3
OG0002137	0	1	1	0	1	3
OG0002138	0	2	0	0	1	3
OG0002139	0	1	1	0	1	3
OG0002140	0	2	0	0	1	3
OG0002141	0	1	1	0	1	3
OG0002142	0	1	1	0	1	3
OG0002143	0	1	1	0	1	3
OG0002144	0	1	1	0	1	3
OG0002145	0	1	1	0	1	3
OG0002146	0	1	1	0	1	3
OG0002147	0	1	1	0	1	3
OG0002148	0	1	1	0	1	3
OG0002149	0	1	2	0	0	3
OG0002150	0	1	1	0	1	3
OG0002151	0	1	1	1	0	3
OG0002152	0	1	1	1	0	3
OG0002153	0	1	1	1	0	3
OG0002154	0	1	1	0	1	3
OG0002155	0	1	1	0	1	3
OG0002156	0	1	2	0	0	3
OG0002157	0	1	0	0	2	3
OG0002158	0	2	1	0	0	3
OG0002159	0	1	1	0	1	3
OG0002160	0	2	1	0	0	3
OG0002161	0	1	1	0	1	3
OG0002162	0	1	1	0	1	3
OG0002163	0	2	0	0	1	3
OG0002164	0	1	1	0	1	3
OG0002165	0	1	1	1	0	3
OG0002166	0	1	1	0	1	3
OG0002167	0	1	1	0	1	3
OG0002168	0	1	1	0	1	3
OG0002169	0	1	1	0	1	3
OG0002170	0	1	1	0	1	3
OG0002171	0	1	1	0	1	3
OG0002172	0	1	1	0	1	3
OG0002173	0	1	1	0	1	3
OG0002174	0	1	1	0	1	3
OG0002175	0	2	1	0	0	3
OG0002176	0	1	1	0	1	3
OG0002177	0	2	1	0	0	3
OG0002178	0	2	1	0	0	3
OG0002179	0	1	1	0	1	3
OG0002180	0	1	1	0	1	3
OG0002181	0	1	1	0	1	3
OG0002182	0	1	1	0	1	3
OG0002183	0	1	1	0	1	3
OG0002184	0	1	1	0	1	3
OG0002185	0	1	1	0	1	3
OG0002186	0	2	1	0	0	3
OG0002187	0	1	1	0	1	3
OG0002188	0	1	1	0	1	3
OG0002189	0	1	1	0	1	3
OG0002190	0	1	1	0	1	3
OG0002191	0	1	1	0	1	3
OG0002192	0	1	1	0	1	3
OG0002193	0	1	0	0	2	3
OG0002194	0	2	1	0	0	3
OG0002195	0	1	1	0	1	3
OG0002196	0	2	1	0	0	3
OG0002197	0	2	1	0	0	3
OG0002198	0	1	1	0	1	3
OG0002199	0	1	1	0	1	3
OG0002200	0	1	1	0	1	3
OG0002201	0	1	1	0	1	3
OG0002202	0	1	1	0	1	3
OG0002203	0	1	1	0	1	3
OG0002204	0	1	1	0	1	3
OG0002205	0	2	0	0	1	3
OG0002206	0	1	1	0	1	3
OG0002207	0	1	1	0	1	3
OG0002208	0	1	1	0	1	3
OG0002209	0	1	1	0	1	3
OG0002210	0	1	1	0	1	3
OG0002211	0	2	1	0	0	3
OG0002212	0	2	1	0	0	3
OG0002213	0	1	0	0	2	3
OG0002214	0	1	1	0	1	3
OG0002215	0	1	1	0	1	3
OG0002216	0	2	0	0	1	3
OG0002217	0	1	1	0	1	3
OG0002218	0	1	1	0	1	3
OG0002219	0	1	1	0	1	3
OG0002220	0	1	1	0	1	3
OG0002221	0	1	2	0	0	3
OG0002222	0	1	1	0	1	3
OG0002223	0	2	1	0	0	3
OG0002224	0	1	0	1	1	3
OG0002225	0	1	0	1	1	3
OG0002226	0	3	0	0	0	3
OG0002227	0	1	1	0	1	3
OG0002228	0	1	1	0	1	3
OG0002229	0	2	0	1	0	3
OG0002230	0	1	1	0	1	3
OG0002231	0	2	1	0	0	3
OG0002232	0	1	1	0	1	3
OG0002233	0	1	1	0	1	3
OG0002234	0	1	1	0	1	3
OG0002235	0	1	1	0	1	3
OG0002236	0	1	1	0	1	3
OG0002237	0	2	1	0	0	3
OG0002238	0	1	0	0	2	3
OG0002239	0	1	1	0	1	3
OG0002240	0	3	0	0	0	3
OG0002241	0	1	0	0	2	3
OG0002242	0	2	1	0	0	3
OG0002243	0	1	0	0	2	3
OG0002244	0	1	1	0	1	3
OG0002245	0	1	1	0	1	3
OG0002246	0	1	1	0	1	3
OG0002247	0	1	1	0	1	3
OG0002248	0	1	0	0	2	3
OG0002249	0	1	1	0	1	3
OG0002250	0	2	1	0	0	3
OG0002251	0	1	1	0	1	3
OG0002252	0	1	1	0	1	3
OG0002253	0	1	1	0	1	3
OG0002254	0	1	1	0	1	3
OG0002255	0	1	1	0	1	3
OG0002256	0	1	1	0	1	3
OG0002257	0	1	1	0	1	3
OG0002258	0	1	1	0	1	3
OG0002259	0	1	1	0	1	3
OG0002260	0	1	1	0	1	3
OG0002261	0	1	1	0	1	3
OG0002262	0	1	1	0	1	3
OG0002263	0	2	1	0	0	3
OG0002264	0	1	1	0	1	3
OG0002265	0	1	1	0	1	3
OG0002266	0	1	1	0	1	3
OG0002267	0	2	0	1	0	3
OG0002268	0	1	1	0	1	3
OG0002269	0	1	1	0	1	3
OG0002270	0	1	1	0	1	3
OG0002271	0	1	2	0	0	3
OG0002272	0	1	1	0	1	3
OG0002273	0	1	1	1	0	3
OG0002274	0	2	0	0	1	3
OG0002275	0	1	1	0	1	3
OG0002276	0	2	1	0	0	3
OG0002277	0	1	1	0	1	3
OG0002278	0	1	1	0	1	3
OG0002279	0	1	0	1	1	3
OG0002280	0	1	1	0	1	3
OG0002281	0	2	1	0	0	3
OG0002282	0	1	1	0	1	3
OG0002283	0	2	1	0	0	3
OG0002284	0	1	1	0	1	3
OG0002285	0	1	1	0	1	3
OG0002286	0	1	1	1	0	3
OG0002287	0	1	1	0	1	3
OG0002288	0	1	1	0	1	3
OG0002289	0	1	1	0	1	3
OG0002290	0	1	1	0	1	3
OG0002291	0	1	1	0	1	3
OG0002292	0	1	1	0	1	3
OG0002293	0	1	1	0	1	3
OG0002294	0	1	1	0	1	3
OG0002295	0	2	1	0	0	3
OG0002296	0	1	1	0	1	3
OG0002297	0	2	0	0	1	3
OG0002298	0	1	1	0	1	3
OG0002299	0	1	1	0	1	3
OG0002300	0	2	0	0	1	3
OG0002301	0	1	1	0	1	3
OG0002302	0	1	1	0	1	3
OG0002303	0	1	2	0	0	3
OG0002304	0	1	1	0	1	3
OG0002305	0	1	1	0	1	3
OG0002306	0	1	1	0	1	3
OG0002307	0	1	1	0	1	3
OG0002308	0	1	1	0	1	3
OG0002309	0	1	1	0	1	3
OG0002310	0	1	1	0	1	3
OG0002311	0	1	1	1	0	3
OG0002312	0	1	1	0	1	3
OG0002313	0	1	1	1	0	3
OG0002314	0	1	1	0	1	3
OG0002315	0	1	1	0	1	3
OG0002316	0	2	0	1	0	3
