Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea	Total
OG0000767	0	3	2	0	1	6
OG0000768	0	1	2	0	3	6
OG0000769	0	2	4	0	0	6
OG0000770	0	3	1	0	2	6
OG0000771	0	2	1	1	2	6
OG0000772	0	2	1	1	2	6
OG0000773	0	1	1	1	3	6
OG0000774	0	3	3	0	0	6
OG0000775	0	2	1	0	3	6
OG0000776	0	3	0	1	2	6
OG0000777	0	2	2	1	1	6
OG0000778	0	3	1	0	2	6
OG0000779	0	1	2	0	3	6
OG0000780	0	1	2	0	3	6
OG0000781	0	1	1	3	1	6
OG0000782	0	4	0	1	1	6
OG0000783	0	2	1	1	2	6
OG0000784	0	2	3	0	1	6
OG0000785	0	3	2	0	1	6
OG0000786	0	4	1	0	1	6
OG0000787	0	5	0	0	1	6
OG0000788	0	4	1	0	1	6
OG0000789	0	2	2	1	1	6
OG0000790	0	2	2	1	1	6
OG0000791	0	2	2	0	2	6
OG0000792	0	2	1	1	2	6
OG0000793	0	4	2	0	0	6
OG0000794	0	3	2	0	1	6
OG0000795	0	1	3	0	2	6
OG0000796	0	3	1	1	1	6
OG0000797	0	1	4	0	1	6
OG0000798	0	2	3	0	1	6
OG0000799	0	3	0	1	2	6
OG0000800	0	3	1	0	2	6
OG0000801	0	1	2	0	3	6
OG0000802	0	1	1	2	2	6
OG0000803	0	6	0	0	0	6
OG0000804	0	2	3	0	1	6
OG0000805	0	2	2	1	1	6
OG0000806	0	4	1	0	1	6
OG0000807	0	1	3	0	2	6
OG0000808	0	1	3	0	2	6
OG0000809	0	2	2	0	2	6
OG0000810	0	3	1	0	2	6
OG0000811	0	2	3	0	1	6
OG0000812	0	2	2	0	2	6
OG0000813	0	2	1	0	3	6
OG0000814	0	2	2	1	1	6
OG0000815	0	3	0	1	2	6
OG0000816	0	1	1	0	4	6
OG0000817	0	1	1	3	1	6
OG0000818	0	1	2	1	2	6
OG0000819	0	1	1	2	2	6
OG0000820	0	2	2	0	2	6
OG0000821	0	5	0	0	1	6
OG0000822	0	2	0	2	2	6
OG0000823	0	3	1	0	2	6
OG0000824	0	1	3	0	2	6
OG0000825	0	2	2	0	2	6
OG0000826	0	1	3	0	2	6
OG0000827	0	2	2	0	2	6
OG0000828	0	2	3	0	1	6
OG0000829	0	1	2	0	3	6
OG0000830	0	2	1	1	2	6
OG0000831	0	2	2	1	1	6
OG0000832	0	3	1	0	2	6
OG0000833	0	2	1	0	3	6
OG0000834	0	2	3	0	1	6
OG0000835	0	2	2	1	1	6
OG0000836	0	2	2	0	2	6
OG0000837	0	2	1	0	3	6
OG0000838	0	2	2	1	1	6
OG0000839	0	1	1	0	4	6
OG0000840	0	1	1	1	3	6
OG0000841	0	1	2	0	3	6
OG0000842	0	4	0	0	2	6
OG0000843	0	1	1	1	3	6
OG0000844	0	2	2	0	2	6
OG0000845	0	2	2	0	2	6
OG0000846	0	3	2	0	1	6
OG0000847	0	2	0	1	3	6
OG0000848	0	1	2	0	3	6
OG0000849	0	1	2	1	2	6
OG0000850	0	3	1	0	2	6
OG0000851	0	1	1	0	4	6
OG0000852	0	1	2	1	2	6
OG0000853	0	2	3	0	1	6
OG0000854	0	1	2	0	3	6
OG0000855	0	2	0	2	2	6
OG0000856	0	1	2	0	3	6
OG0000857	0	1	1	2	2	6
OG0000858	0	1	2	0	3	6
OG0000859	0	2	1	0	3	6
OG0000860	0	2	4	0	0	6
OG0000861	0	3	2	0	1	6
OG0000862	0	2	1	0	3	6
OG0000863	0	1	1	2	2	6
OG0000864	0	1	2	1	2	6
OG0000865	0	1	2	0	3	6
OG0000866	0	1	5	0	0	6
OG0000867	0	1	1	0	4	6
OG0000868	0	1	1	2	2	6
OG0000869	0	2	1	0	3	6
OG0000870	0	1	1	0	4	6
OG0000871	0	1	2	0	3	6
OG0000872	0	0	3	1	2	6
OG0000873	0	0	6	0	0	6
OG0000874	0	0	6	0	0	6
OG0000875	0	0	5	0	1	6
OG0000876	0	0	5	0	1	6
OG0000877	0	0	5	0	1	6
OG0000878	0	0	6	0	0	6
OG0000879	0	0	4	0	2	6
OG0000880	0	0	5	0	1	6
OG0000881	0	0	5	0	1	6
OG0000882	0	0	5	1	0	6
OG0000883	0	0	6	0	0	6
OG0000884	0	0	1	4	1	6
OG0000885	0	0	2	3	1	6
OG0000886	0	0	5	0	1	6
OG0000887	0	0	1	3	2	6
OG0000888	0	0	2	1	3	6
OG0000889	0	0	5	0	1	6
OG0000890	0	0	1	0	5	6
OG0000891	0	0	0	6	0	6
OG0000892	0	0	0	0	6	6
OG0000893	3	0	1	1	0	5
OG0000894	4	1	0	0	0	5
OG0000895	1	1	0	1	2	5
OG0000896	3	1	0	1	0	5
OG0000897	4	1	0	0	0	5
OG0000898	1	1	1	1	1	5
OG0000899	2	1	0	0	2	5
OG0000900	1	1	1	1	1	5
OG0000901	2	1	1	1	0	5
OG0000902	2	1	1	0	1	5
OG0000903	1	1	2	0	1	5
OG0000904	1	1	1	1	1	5
OG0000905	2	1	1	0	1	5
OG0000906	2	1	1	0	1	5
OG0000907	2	1	1	0	1	5
OG0000908	2	1	1	0	1	5
OG0000909	4	1	0	0	0	5
OG0000910	2	1	1	0	1	5
OG0000911	4	0	1	0	0	5
OG0000912	1	1	1	1	1	5
OG0000913	3	0	1	0	1	5
OG0000914	3	0	2	0	0	5
OG0000915	3	1	1	0	0	5
OG0000916	1	1	1	1	1	5
OG0000917	2	1	2	0	0	5
OG0000918	2	1	1	0	1	5
OG0000919	1	1	1	1	1	5
OG0000920	1	1	1	1	1	5
OG0000921	2	1	1	0	1	5
OG0000922	1	1	1	1	1	5
OG0000923	1	2	1	0	1	5
OG0000924	3	1	1	0	0	5
OG0000925	2	2	0	0	1	5
OG0000926	1	1	1	1	1	5
OG0000927	2	1	1	0	1	5
OG0000928	1	1	2	0	1	5
OG0000929	1	1	1	0	2	5
OG0000930	3	1	0	0	1	5
OG0000931	1	1	1	1	1	5
OG0000932	3	0	0	2	0	5
OG0000933	1	1	1	0	2	5
OG0000934	1	1	1	1	1	5
OG0000935	5	0	0	0	0	5
OG0000936	2	1	1	0	1	5
OG0000937	4	1	0	0	0	5
OG0000938	3	1	1	0	0	5
OG0000939	1	1	1	1	1	5
OG0000940	3	0	1	0	1	5
OG0000941	1	1	1	0	2	5
OG0000942	2	1	1	0	1	5
OG0000943	2	2	0	0	1	5
OG0000944	5	0	0	0	0	5
OG0000945	2	1	1	0	1	5
OG0000946	3	0	1	0	1	5
OG0000947	4	1	0	0	0	5
OG0000948	1	1	1	1	1	5
OG0000949	1	1	1	1	1	5
OG0000950	1	1	1	0	2	5
OG0000951	1	1	1	1	1	5
OG0000952	1	1	1	1	1	5
OG0000953	2	1	1	0	1	5
OG0000954	1	1	1	1	1	5
OG0000955	4	0	0	1	0	5
OG0000956	1	1	1	1	1	5
OG0000957	1	1	1	1	1	5
OG0000958	1	1	1	1	1	5
OG0000959	1	1	1	1	1	5
OG0000960	4	0	0	1	0	5
OG0000961	2	1	1	0	1	5
OG0000962	2	1	1	0	1	5
OG0000963	3	1	1	0	0	5
OG0000964	2	1	1	0	1	5
OG0000965	3	0	0	1	1	5
OG0000966	1	2	0	0	2	5
OG0000967	1	1	1	1	1	5
OG0000968	2	0	1	1	1	5
OG0000969	1	1	1	1	1	5
OG0000970	2	1	1	0	1	5
OG0000971	2	1	1	0	1	5
OG0000972	1	1	1	1	1	5
OG0000973	1	1	1	1	1	5
OG0000974	2	1	2	0	0	5
OG0000975	1	1	1	1	1	5
OG0000976	1	1	1	1	1	5
OG0000977	1	1	1	1	1	5
OG0000978	1	1	1	1	1	5
OG0000979	2	2	0	1	0	5
OG0000980	3	1	0	1	0	5
OG0000981	2	1	1	0	1	5
OG0000982	2	1	1	0	1	5
OG0000983	1	1	1	1	1	5
OG0000984	2	1	1	0	1	5
OG0000985	2	1	2	0	0	5
OG0000986	1	1	1	0	2	5
OG0000987	1	1	1	0	2	5
OG0000988	1	1	1	1	1	5
OG0000989	1	1	1	1	1	5
OG0000990	1	0	2	1	1	5
OG0000991	0	3	1	0	1	5
OG0000992	0	2	1	0	2	5
OG0000993	0	2	1	0	2	5
OG0000994	0	2	1	0	2	5
OG0000995	0	3	1	1	0	5
OG0000996	0	2	2	0	1	5
OG0000997	0	4	0	1	0	5
OG0000998	0	4	0	0	1	5
OG0000999	0	2	1	1	1	5
OG0001000	0	3	1	0	1	5
OG0001001	0	1	1	0	3	5
OG0001002	0	1	2	0	2	5
OG0001003	0	1	2	0	2	5
OG0001004	0	2	1	1	1	5
OG0001005	0	1	2	0	2	5
OG0001006	0	2	1	1	1	5
OG0001007	0	1	1	1	2	5
OG0001008	0	3	0	1	1	5
OG0001009	0	2	2	0	1	5
OG0001010	0	3	1	0	1	5
OG0001011	0	1	1	1	2	5
OG0001012	0	2	1	1	1	5
OG0001013	0	3	2	0	0	5
OG0001014	0	2	1	1	1	5
OG0001015	0	2	2	0	1	5
OG0001016	0	1	3	0	1	5
OG0001017	0	2	1	1	1	5
OG0001018	0	2	1	1	1	5
OG0001019	0	3	1	0	1	5
OG0001020	0	1	4	0	0	5
OG0001021	0	2	1	0	2	5
OG0001022	0	3	0	0	2	5
OG0001023	0	1	2	0	2	5
OG0001024	0	3	1	0	1	5
OG0001025	0	2	1	0	2	5
OG0001026	0	2	3	0	0	5
OG0001027	0	2	1	1	1	5
OG0001028	0	1	2	1	1	5
OG0001029	0	1	3	0	1	5
OG0001030	0	5	0	0	0	5
OG0001031	0	1	2	1	1	5
OG0001032	0	3	1	0	1	5
OG0001033	0	2	2	0	1	5
OG0001034	0	2	1	0	2	5
OG0001035	0	1	2	0	2	5
OG0001036	0	1	1	0	3	5
OG0001037	0	2	2	0	1	5
OG0001038	0	2	1	0	2	5
OG0001039	0	2	1	0	2	5
OG0001040	0	1	1	0	3	5
OG0001041	0	3	1	0	1	5
OG0001042	0	1	1	1	2	5
OG0001043	0	1	1	1	2	5
OG0001044	0	4	0	0	1	5
OG0001045	0	4	1	0	0	5
OG0001046	0	2	1	1	1	5
OG0001047	0	1	1	1	2	5
OG0001048	0	1	2	0	2	5
OG0001049	0	1	1	1	2	5
OG0001050	0	3	1	0	1	5
OG0001051	0	1	1	1	2	5
OG0001052	0	2	0	0	3	5
OG0001053	0	2	1	0	2	5
OG0001054	0	1	1	1	2	5
OG0001055	0	3	2	0	0	5
OG0001056	0	2	0	0	3	5
OG0001057	0	1	1	1	2	5
OG0001058	0	2	1	0	2	5
OG0001059	0	2	1	1	1	5
OG0001060	0	2	1	0	2	5
OG0001061	0	1	2	1	1	5
OG0001062	0	2	1	0	2	5
OG0001063	0	1	2	0	2	5
OG0001064	0	2	1	0	2	5
OG0001065	0	3	1	0	1	5
OG0001066	0	2	1	0	2	5
OG0001067	0	3	1	0	1	5
OG0001068	0	2	2	0	1	5
OG0001069	0	3	1	0	1	5
OG0001070	0	1	2	0	2	5
OG0001071	0	3	1	0	1	5
OG0001072	0	1	0	1	3	5
OG0001073	0	2	1	0	2	5
OG0001074	0	1	3	0	1	5
OG0001075	0	2	1	0	2	5
OG0001076	0	1	2	1	1	5
OG0001077	0	3	0	0	2	5
OG0001078	0	1	2	0	2	5
OG0001079	0	3	1	1	0	5
OG0001080	0	1	2	0	2	5
OG0001081	0	2	1	0	2	5
OG0001082	0	3	1	1	0	5
OG0001083	0	3	1	0	1	5
OG0001084	0	1	2	0	2	5
OG0001085	0	3	1	0	1	5
OG0001086	0	4	0	0	1	5
OG0001087	0	1	3	0	1	5
OG0001088	0	1	2	1	1	5
OG0001089	0	2	0	1	2	5
OG0001090	0	1	1	1	2	5
OG0001091	0	3	1	0	1	5
OG0001092	0	2	1	0	2	5
OG0001093	0	2	2	0	1	5
OG0001094	0	2	1	0	2	5
OG0001095	0	1	1	0	3	5
OG0001096	0	1	2	0	2	5
OG0001097	0	1	2	1	1	5
OG0001098	0	1	2	0	2	5
OG0001099	0	2	1	1	1	5
OG0001100	0	2	1	0	2	5
OG0001101	0	3	1	1	0	5
OG0001102	0	3	1	0	1	5
OG0001103	0	1	1	1	2	5
OG0001104	0	5	0	0	0	5
OG0001105	0	1	1	1	2	5
OG0001106	0	1	1	0	3	5
OG0001107	0	1	1	1	2	5
OG0001108	0	3	1	0	1	5
OG0001109	0	2	1	1	1	5
OG0001110	0	2	2	0	1	5
OG0001111	0	2	1	1	1	5
OG0001112	0	2	2	0	1	5
OG0001113	0	2	1	1	1	5
OG0001114	0	1	3	0	1	5
OG0001115	0	1	1	1	2	5
OG0001116	0	1	2	1	1	5
OG0001117	0	2	2	0	1	5
OG0001118	0	3	1	0	1	5
OG0001119	0	3	1	0	1	5
OG0001120	0	1	2	0	2	5
OG0001121	0	1	3	0	1	5
OG0001122	0	1	1	2	1	5
OG0001123	0	1	2	0	2	5
OG0001124	0	3	1	0	1	5
OG0001125	0	5	0	0	0	5
OG0001126	0	1	1	1	2	5
OG0001127	0	2	1	1	1	5
OG0001128	0	1	1	1	2	5
OG0001129	0	2	1	0	2	5
OG0001130	0	2	1	0	2	5
OG0001131	0	4	0	0	1	5
OG0001132	0	2	1	0	2	5
OG0001133	0	1	1	1	2	5
OG0001134	0	2	1	1	1	5
OG0001135	0	1	1	1	2	5
OG0001136	0	3	1	0	1	5
OG0001137	0	1	2	0	2	5
OG0001138	0	1	1	0	3	5
OG0001139	0	1	4	0	0	5
OG0001140	0	2	1	0	2	5
OG0001141	0	1	2	0	2	5
OG0001142	0	2	0	0	3	5
OG0001143	0	5	0	0	0	5
OG0001144	0	2	1	0	2	5
OG0001145	0	2	2	0	1	5
OG0001146	0	2	1	0	2	5
OG0001147	0	1	3	0	1	5
OG0001148	0	2	1	0	2	5
OG0001149	0	1	2	0	2	5
OG0001150	0	2	1	0	2	5
OG0001151	0	2	2	0	1	5
OG0001152	0	2	2	0	1	5
OG0001153	0	1	1	1	2	5
OG0001154	0	2	1	0	2	5
OG0001155	0	2	1	1	1	5
OG0001156	0	2	1	0	2	5
OG0001157	0	1	4	0	0	5
OG0001158	0	2	2	0	1	5
OG0001159	0	1	1	1	2	5
OG0001160	0	1	1	2	1	5
OG0001161	0	1	1	0	3	5
OG0001162	0	1	1	0	3	5
OG0001163	0	2	1	1	1	5
OG0001164	0	1	1	0	3	5
OG0001165	0	2	1	0	2	5
OG0001166	0	1	1	2	1	5
OG0001167	0	2	1	0	2	5
OG0001168	0	1	2	0	2	5
OG0001169	0	1	2	0	2	5
OG0001170	0	1	1	0	3	5
OG0001171	0	1	2	1	1	5
OG0001172	0	1	1	1	2	5
OG0001173	0	2	2	0	1	5
OG0001174	0	1	1	1	2	5
OG0001175	0	3	0	1	1	5
OG0001176	0	1	2	0	2	5
OG0001177	0	1	1	1	2	5
OG0001178	0	5	0	0	0	5
OG0001179	0	1	1	1	2	5
OG0001180	0	1	1	0	3	5
OG0001181	0	4	0	0	1	5
OG0001182	0	2	2	0	1	5
OG0001183	0	2	1	1	1	5
OG0001184	0	3	2	0	0	5
OG0001185	0	3	0	0	2	5
OG0001186	0	2	1	1	1	5
OG0001187	0	1	2	1	1	5
OG0001188	0	2	1	0	2	5
OG0001189	0	2	1	1	1	5
OG0001190	0	2	1	0	2	5
OG0001191	0	2	2	0	1	5
OG0001192	0	1	1	1	2	5
OG0001193	0	2	2	0	1	5
OG0001194	0	2	2	0	1	5
OG0001195	0	1	1	1	2	5
OG0001196	0	1	3	1	0	5
OG0001197	0	1	1	1	2	5
OG0001198	0	2	2	0	1	5
OG0001199	0	1	2	0	2	5
OG0001200	0	1	2	0	2	5
OG0001201	0	1	1	1	2	5
OG0001202	0	2	2	0	1	5
OG0001203	0	2	1	0	2	5
OG0001204	0	1	1	2	1	5
OG0001205	0	1	2	0	2	5
OG0001206	0	2	2	0	1	5
OG0001207	0	1	1	1	2	5
OG0001208	0	1	1	1	2	5
OG0001209	0	1	2	0	2	5
OG0001210	0	2	1	0	2	5
OG0001211	0	1	1	0	3	5
OG0001212	0	2	2	0	1	5
OG0001213	0	1	2	2	0	5
OG0001214	0	1	2	1	1	5
OG0001215	0	2	1	1	1	5
OG0001216	0	1	1	1	2	5
OG0001217	0	2	1	0	2	5
OG0001218	0	2	1	0	2	5
OG0001219	0	2	1	0	2	5
OG0001220	0	3	1	0	1	5
OG0001221	0	2	1	1	1	5
OG0001222	0	1	2	0	2	5
OG0001223	0	1	1	1	2	5
OG0001224	0	1	2	1	1	5
OG0001225	0	1	1	0	3	5
OG0001226	0	1	2	1	1	5
OG0001227	0	2	1	1	1	5
OG0001228	0	1	1	1	2	5
OG0001229	0	2	2	0	1	5
OG0001230	0	2	1	0	2	5
OG0001231	0	1	1	1	2	5
OG0001232	0	1	2	0	2	5
OG0001233	0	2	2	0	1	5
OG0001234	0	1	1	1	2	5
OG0001235	0	2	1	0	2	5
OG0001236	0	1	1	0	3	5
OG0001237	0	1	1	1	2	5
OG0001238	0	1	2	0	2	5
OG0001239	0	2	1	1	1	5
OG0001240	0	1	3	0	1	5
OG0001241	0	2	3	0	0	5
OG0001242	0	2	2	0	1	5
OG0001243	0	1	0	0	4	5
OG0001244	0	1	2	0	2	5
OG0001245	0	2	1	0	2	5
OG0001246	0	2	2	0	1	5
OG0001247	0	1	1	1	2	5
OG0001248	0	2	1	1	1	5
OG0001249	0	1	1	0	3	5
OG0001250	0	1	2	1	1	5
OG0001251	0	1	2	0	2	5
OG0001252	0	3	1	0	1	5
OG0001253	0	1	1	1	2	5
OG0001254	0	1	3	0	1	5
OG0001255	0	2	1	1	1	5
OG0001256	0	2	1	0	2	5
OG0001257	0	2	1	1	1	5
OG0001258	0	2	1	1	1	5
OG0001259	0	3	1	0	1	5
OG0001260	0	1	2	1	1	5
OG0001261	0	1	1	1	2	5
OG0001262	0	1	2	0	2	5
OG0001263	0	1	3	0	1	5
OG0001264	0	1	1	1	2	5
OG0001265	0	1	1	0	3	5
OG0001266	0	2	1	0	2	5
OG0001267	0	1	1	1	2	5
OG0001268	0	1	1	0	3	5
OG0001269	0	1	1	0	3	5
OG0001270	0	1	1	1	2	5
OG0001271	0	1	1	2	1	5
OG0001272	0	1	1	0	3	5
OG0001273	0	1	1	1	2	5
OG0001274	0	1	1	0	3	5
OG0001275	0	1	2	0	2	5
OG0001276	0	1	2	2	0	5
OG0001277	0	1	2	0	2	5
OG0001278	0	1	1	2	1	5
OG0001279	0	2	1	0	2	5
OG0001280	0	2	2	1	0	5
OG0001281	0	1	1	0	3	5
OG0001282	0	1	2	1	1	5
OG0001283	0	1	1	0	3	5
OG0001284	0	1	3	0	1	5
OG0001285	0	1	1	0	3	5
OG0001286	0	2	1	0	2	5
OG0001287	0	1	1	1	2	5
OG0001288	0	1	2	0	2	5
OG0001289	0	2	2	0	1	5
OG0001290	0	1	1	1	2	5
OG0001291	0	1	1	3	0	5
OG0001292	0	1	2	0	2	5
OG0001293	0	1	1	0	3	5
OG0001294	0	1	0	0	4	5
OG0001295	0	3	1	0	1	5
OG0001296	0	1	1	0	3	5
OG0001297	0	1	2	1	1	5
OG0001298	0	1	1	0	3	5
OG0001299	0	1	1	1	2	5
OG0001300	0	1	2	1	1	5
OG0001301	0	1	1	0	3	5
OG0001302	0	1	1	1	2	5
OG0001303	0	1	1	0	3	5
OG0001304	0	1	1	1	2	5
OG0001305	0	1	1	1	2	5
OG0001306	0	1	2	0	2	5
OG0001307	0	1	4	0	0	5
OG0001308	0	1	1	1	2	5
OG0001309	0	1	1	1	2	5
OG0001310	0	1	1	1	2	5
OG0001311	0	1	2	2	0	5
OG0001312	0	0	5	0	0	5
OG0001313	0	0	3	0	2	5
OG0001314	0	0	3	0	2	5
OG0001315	0	0	1	0	4	5
OG0001316	0	0	2	1	2	5
OG0001317	0	0	2	1	2	5
OG0001318	0	0	1	3	1	5
OG0001319	0	0	5	0	0	5
OG0001320	0	0	1	3	1	5
OG0001321	0	0	1	0	4	5
OG0001322	0	0	4	0	1	5
OG0001323	0	0	4	0	1	5
OG0001324	0	0	2	0	3	5
OG0001325	0	0	1	1	3	5
OG0001326	0	0	1	0	4	5
OG0001327	0	0	4	0	1	5
OG0001328	0	0	1	2	2	5
OG0001329	0	0	4	0	1	5
OG0001330	0	0	0	0	5	5
OG0001331	0	0	0	0	5	5
OG0001332	1	1	1	0	1	4
OG0001333	2	1	0	1	0	4
OG0001334	2	0	0	1	1	4
OG0001335	2	2	0	0	0	4
OG0001336	2	1	0	0	1	4
OG0001337	1	2	1	0	0	4
OG0001338	2	1	0	1	0	4
OG0001339	2	0	0	1	1	4
OG0001340	2	0	1	0	1	4
OG0001341	2	1	1	0	0	4
OG0001342	1	1	1	0	1	4
OG0001343	1	1	1	0	1	4
OG0001344	2	1	1	0	0	4
OG0001345	4	0	0	0	0	4
OG0001346	1	2	1	0	0	4
OG0001347	1	1	1	0	1	4
OG0001348	1	1	1	1	0	4
OG0001349	2	1	1	0	0	4
OG0001350	1	1	1	1	0	4
OG0001351	4	0	0	0	0	4
OG0001352	4	0	0	0	0	4
OG0001353	1	1	1	0	1	4
OG0001354	1	1	1	0	1	4
OG0001355	1	2	0	1	0	4
OG0001356	1	1	1	0	1	4
OG0001357	3	0	0	0	1	4
OG0001358	1	1	1	0	1	4
OG0001359	2	1	0	1	0	4
OG0001360	1	1	1	0	1	4
OG0001361	1	1	0	2	0	4
OG0001362	2	1	1	0	0	4
OG0001363	1	1	1	1	0	4
OG0001364	1	1	1	1	0	4
OG0001365	1	1	1	0	1	4
OG0001366	1	1	1	0	1	4
OG0001367	1	1	1	1	0	4
OG0001368	2	1	1	0	0	4
OG0001369	1	2	1	0	0	4
OG0001370	1	1	1	0	1	4
OG0001371	1	1	1	0	1	4
OG0001372	1	1	0	1	1	4
OG0001373	1	1	0	1	1	4
OG0001374	1	1	1	0	1	4
OG0001375	1	1	1	0	1	4
OG0001376	2	1	0	1	0	4
OG0001377	3	1	0	0	0	4
OG0001378	1	1	1	0	1	4
OG0001379	1	1	1	0	1	4
OG0001380	1	1	0	1	1	4
OG0001381	4	0	0	0	0	4
OG0001382	2	1	0	0	1	4
OG0001383	1	1	1	1	0	4
OG0001384	2	1	0	1	0	4
OG0001385	1	1	0	0	2	4
OG0001386	2	1	1	0	0	4
OG0001387	1	1	1	0	1	4
OG0001388	2	1	1	0	0	4
OG0001389	1	1	1	0	1	4
OG0001390	2	1	0	0	1	4
OG0001391	3	1	0	0	0	4
OG0001392	1	1	1	0	1	4
OG0001393	1	1	1	1	0	4
OG0001394	2	0	1	0	1	4
OG0001395	1	3	0	0	0	4
OG0001396	1	1	1	0	1	4
OG0001397	2	1	0	1	0	4
OG0001398	1	0	3	0	0	4
OG0001399	3	0	1	0	0	4
OG0001400	1	1	1	0	1	4
OG0001401	2	1	0	0	1	4
OG0001402	3	1	0	0	0	4
OG0001403	2	1	1	0	0	4
OG0001404	3	0	1	0	0	4
OG0001405	2	0	1	0	1	4
OG0001406	1	1	1	0	1	4
OG0001407	2	1	1	0	0	4
OG0001408	1	1	1	0	1	4
OG0001409	1	1	1	0	1	4
OG0001410	1	1	1	0	1	4
OG0001411	1	1	1	0	1	4
OG0001412	1	1	1	1	0	4
OG0001413	1	1	1	0	1	4
OG0001414	1	1	1	0	1	4
OG0001415	3	1	0	0	0	4
OG0001416	1	1	1	0	1	4
OG0001417	1	1	1	0	1	4
OG0001418	1	1	1	0	1	4
OG0001419	0	1	1	0	2	4
OG0001420	0	1	1	1	1	4
OG0001421	0	1	2	0	1	4
OG0001422	0	2	1	0	1	4
OG0001423	0	2	1	0	1	4
OG0001424	0	1	1	0	2	4
OG0001425	0	1	2	0	1	4
OG0001426	0	1	1	0	2	4
OG0001427	0	1	1	1	1	4
OG0001428	0	1	1	0	2	4
OG0001429	0	2	1	0	1	4
OG0001430	0	1	1	0	2	4
OG0001431	0	2	1	0	1	4
OG0001432	0	1	1	1	1	4
OG0001433	0	1	2	0	1	4
OG0001434	0	2	1	0	1	4
OG0001435	0	1	1	0	2	4
OG0001436	0	2	1	0	1	4
OG0001437	0	1	1	1	1	4
OG0001438	0	1	1	1	1	4
OG0001439	0	1	1	1	1	4
OG0001440	0	2	1	0	1	4
OG0001441	0	1	2	0	1	4
OG0001442	0	2	1	0	1	4
OG0001443	0	3	0	0	1	4
OG0001444	0	3	0	0	1	4
OG0001445	0	2	1	0	1	4
OG0001446	0	1	1	0	2	4
OG0001447	0	1	1	0	2	4
OG0001448	0	2	2	0	0	4
OG0001449	0	2	1	0	1	4
OG0001450	0	1	1	0	2	4
OG0001451	0	2	1	0	1	4
OG0001452	0	2	1	0	1	4
OG0001453	0	2	1	0	1	4
OG0001454	0	2	0	0	2	4
OG0001455	0	1	1	1	1	4
OG0001456	0	1	1	0	2	4
OG0001457	0	1	1	0	2	4
OG0001458	0	1	1	0	2	4
OG0001459	0	1	2	0	1	4
OG0001460	0	1	1	0	2	4
OG0001461	0	1	1	0	2	4
OG0001462	0	1	3	0	0	4
OG0001463	0	2	1	0	1	4
OG0001464	0	1	1	0	2	4
OG0001465	0	3	0	0	1	4
OG0001466	0	3	0	0	1	4
OG0001467	0	2	1	0	1	4
OG0001468	0	3	1	0	0	4
OG0001469	0	1	1	0	2	4
OG0001470	0	1	1	1	1	4
OG0001471	0	1	2	0	1	4
OG0001472	0	2	1	0	1	4
OG0001473	0	2	1	0	1	4
OG0001474	0	2	1	0	1	4
OG0001475	0	3	1	0	0	4
OG0001476	0	1	1	1	1	4
OG0001477	0	2	2	0	0	4
OG0001478	0	3	1	0	0	4
OG0001479	0	2	1	0	1	4
OG0001480	0	1	1	0	2	4
OG0001481	0	2	1	0	1	4
OG0001482	0	1	2	0	1	4
OG0001483	0	4	0	0	0	4
OG0001484	0	2	1	0	1	4
OG0001485	0	2	1	0	1	4
OG0001486	0	2	1	1	0	4
OG0001487	0	1	2	1	0	4
OG0001488	0	1	1	0	2	4
OG0001489	0	1	1	0	2	4
OG0001490	0	1	2	0	1	4
OG0001491	0	1	2	0	1	4
OG0001492	0	2	1	0	1	4
OG0001493	0	2	0	1	1	4
OG0001494	0	2	1	0	1	4
OG0001495	0	1	1	0	2	4
OG0001496	0	1	1	0	2	4
OG0001497	0	2	1	0	1	4
OG0001498	0	2	2	0	0	4
OG0001499	0	2	1	0	1	4
OG0001500	0	1	1	0	2	4
OG0001501	0	2	1	0	1	4
OG0001502	0	1	1	1	1	4
OG0001503	0	2	1	0	1	4
OG0001504	0	2	1	0	1	4
OG0001505	0	2	1	0	1	4
OG0001506	0	2	1	0	1	4
OG0001507	0	1	1	0	2	4
OG0001508	0	1	2	0	1	4
OG0001509	0	2	1	0	1	4
OG0001510	0	2	1	0	1	4
OG0001511	0	1	1	1	1	4
OG0001512	0	1	1	1	1	4
OG0001513	0	1	2	0	1	4
OG0001514	0	2	1	0	1	4
OG0001515	0	1	1	0	2	4
OG0001516	0	2	1	0	1	4
OG0001517	0	2	1	0	1	4
OG0001518	0	2	1	0	1	4
OG0001519	0	1	3	0	0	4
OG0001520	0	1	1	0	2	4
OG0001521	0	2	1	0	1	4
OG0001522	0	2	1	0	1	4
OG0001523	0	3	1	0	0	4
OG0001524	0	1	1	0	2	4
OG0001525	0	2	1	0	1	4
OG0001526	0	1	1	1	1	4
OG0001527	0	1	1	0	2	4
OG0001528	0	1	1	0	2	4
OG0001529	0	1	1	0	2	4
OG0001530	0	2	1	0	1	4
OG0001531	0	1	1	1	1	4
OG0001532	0	1	1	0	2	4
OG0001533	0	4	0	0	0	4
OG0001534	0	2	1	0	1	4
OG0001535	0	1	2	0	1	4
OG0001536	0	1	2	0	1	4
OG0001537	0	1	1	1	1	4
OG0001538	0	1	1	0	2	4
OG0001539	0	2	1	0	1	4
OG0001540	0	1	1	1	1	4
OG0001541	0	2	1	0	1	4
